title,company,location,link
Data Developer,"
Macquarie Group Limited",Sydney NSW,https://au.indeed.com/viewjob?jk=0836ca42f7625dd5
Professional Services Intern,"
AWS Australia Pty Ltd",Sydney NSW,https://au.indeed.com/viewjob?jk=0bdf5f8152af5a31
NFVi Solution Integrator,"
Ericsson",Sydney NSW,https://au.indeed.com/viewjob?jk=5ac3bc9573549a15
TECH U Cloud Consultant Perth,"
AWS Australia Pty Ltd",Perth WA,https://au.indeed.com/viewjob?jk=46854bd507992d32
Consultant - Network and Infrastructure Automation,"
Red Hat Software",North Sydney NSW,https://au.indeed.com/viewjob?jk=10f498f4110d72a5
Big data – Developer,"
Infosys Limited",Sydney NSW,https://au.indeed.com/viewjob?jk=08fc512aa36e6037
Senior Java Developer (Brisbane),"
ARQ Group",Australia,https://au.indeed.com/viewjob?jk=cbb91808e0e8f3f5
Digital Analytics Analyst,"
Bank of Queensland",Sydney NSW,https://au.indeed.com/viewjob?jk=c7c7cad321653444
Senior Cloud Service Reliability Engineer,Pegasystems,Sydney NSW,https://au.indeed.com/viewjob?jk=172cffc745c71a62
IRAS SG - Senior Infocomm Officer/Infocomm Specialist (Red Team Engineer/ Cybersecurity Engineer),TechSkills Accelerator,Australia,https://au.indeed.com/viewjob?jk=769fac2dc8e969c3
Big Data Development (HBase),"
Infosys Limited",Sydney NSW,https://au.indeed.com/viewjob?jk=8afff8e4867bef3e
Quality Assurance Engineer,"
Amazon Support Services PtyLtd",Sydney NSW,https://au.indeed.com/viewjob?jk=e18ec2a257631640
Digital Media Analyst - SQL,Firesoft People,Surry Hills NSW,https://au.indeed.com/viewjob?jk=10972739c52565e3
FX Artist (Senior Level),Luma Pictures,Melbourne VIC,https://au.indeed.com/viewjob?jk=b9961394a4b97f09
Senior Build Engineer,"Operating Company SLEDGEHAMMER GAMES, INC.",Melbourne VIC,https://au.indeed.com/viewjob?jk=d2c5d465187a001d
Cloud Engineer,Base2 Services,Melbourne VIC,https://au.indeed.com/viewjob?jk=7c5738e9331449ef
Cloud Architect,"
Verizon",Lyneham ACT,https://au.indeed.com/viewjob?jk=b6d50b2912f688af
Lead DevSecOps Engineer,"
Clicks IT Recruitment",Brisbane Central Business District QLD,https://au.indeed.com/viewjob?jk=fec392a5bb4f6585
Data Engineer,ION,Sydney NSW,https://au.indeed.com/viewjob?jk=715a82f121441149
Quality Assurance Engineer - Contract,"
HAYS",Sydney Central Business District NSW,https://au.indeed.com/viewjob?jk=2a0b1d5a9e4db08c
Creature Technical Director,Industrial Light & Magic,Sydney NSW,https://au.indeed.com/viewjob?jk=c3bc57b98a0693b0
APS 6 - Data Analyst,"
Michael Page",Canberra ACT,https://au.indeed.com/viewjob?jk=15a2acc8da8e304b
Software Development Engineer - New AWS Service,"
Amazon Support Services PtyLtd",Sydney NSW,https://au.indeed.com/viewjob?jk=d564e8b662a6617e
Engineer Team Lead,Incandescent Technologies,Sydney NSW,https://au.indeed.com/viewjob?jk=e4c952765f45b91f
Application Security Specialist,"
Woolworths Group",Darlinghurst NSW,https://au.indeed.com/viewjob?jk=a2c3cf334d337a7d
Systems Support Engineer,Salt Recruitment,Melbourne VIC,https://au.indeed.com/viewjob?jk=1e4decc947a4e854
Lead Engineer - Azure and Python,"
Peoplebank",Melbourne City Centre VIC,https://au.indeed.com/viewjob?jk=6dca58887b4007f2
Data Center IT Support Engineer,"
Amazon Corporate Services Pty",Sydney NSW,https://au.indeed.com/viewjob?jk=ac4d88d3fbfac294
System Architect,"
BAE Systems",Osborne SA,https://au.indeed.com/viewjob?jk=a932edfa2d28384d
Solutions Engineer,Confluent,Sydney NSW,https://au.indeed.com/viewjob?jk=f59e0688fab66474
Principal Backend Software Engineer,"
Atlassian",Sydney NSW,https://au.indeed.com/viewjob?jk=6d2a0126604b2d53
SENIOR QUANTITATIVE TRADER,"
Optiver",Sydney NSW,https://au.indeed.com/viewjob?jk=335d3312c7f4123b
GSET Production Engineer (DevOps),"
Goldman Sachs",Sydney NSW,https://au.indeed.com/viewjob?jk=70943658737815f3
Instructor,CrowdStrike,Sydney NSW,https://au.indeed.com/viewjob?jk=7eb8d8bf2e046032
"Security Incident Response Engineer, AWS","
AWS Australia Pty Ltd",Sydney NSW,https://au.indeed.com/viewjob?jk=eaf4d39ceab8a802
RESEARCH OFFICER,"
University of Melbourne",Parkville VIC,https://au.indeed.com/viewjob?jk=ba25ca9639c550e7
"Senior Associate, Data & Analytics","
Macquarie Group Limited",Sydney NSW,https://au.indeed.com/viewjob?jk=fa8d689e50ba2b75
Health Services Research Fellow – Epidemiology/Statistics/Data analytics,"
Macquarie University",Macquarie University NSW,https://au.indeed.com/viewjob?jk=e7cd821357752fbc
GIS Analyst,"
Talent International",New South Wales,https://au.indeed.com/viewjob?jk=b711cd6f6318b5db
Big Data Engineer,"
Horizon Power",Bentley WA,https://au.indeed.com/viewjob?jk=e150df21324517ad
Service Delivery Field Support Engineer,"
NTT Communications ICT Solutions",North Ryde NSW,https://au.indeed.com/viewjob?jk=9274409c9414e692
Service Delivery Field Support Engineer,NTT America Inc.,North Ryde NSW,https://au.indeed.com/viewjob?jk=ac2bcf8c158ae3be
Python Developer - Data and Automation,Spark Recruitment,Sydney Central Business District NSW,https://au.indeed.com/viewjob?jk=ae79f49512427d6c
APS6 Data Analyst,HorizonOne Recruitment,Canberra ACT,https://au.indeed.com/viewjob?jk=e12a4ec7fda38057
Expression of Interest - Data Science Consultant,"
Accenture",Sydney NSW,https://au.indeed.com/viewjob?jk=9cd5b7da70176411
Software Engineer - Software Company,"
Michael Page",Perth WA,https://au.indeed.com/viewjob?jk=5ab45ac1bbad4b12
"IBM Research/Data Scientist - Health AI, Image Analytics","
IBM",Melbourne VIC,https://au.indeed.com/viewjob?jk=453384c613795eff
Trading Application Support Engineer,Akuna Capital,Sydney NSW,https://au.indeed.com/viewjob?jk=ceab3f979f682b81
Software Engineer C++,Electronic Arts,Melbourne VIC,https://au.indeed.com/viewjob?jk=9fc0bcf598d93173
"Customer Engineer, Australia",OakNorth Bank,Sydney NSW,https://au.indeed.com/viewjob?jk=239c6e41869252ba
"IDAM Architect (Okta, F5-APM)","
Infosys Limited",Melbourne VIC,https://au.indeed.com/viewjob?jk=0162058b1ec7560c
Node Fullstack Dev’s x 3 – Polygot,Embedded Search & Selection,Brisbane QLD,https://au.indeed.com/viewjob?jk=b2b1a200ac771bcb
Data Engineer,"TEKsystems, Inc",Sydney Central Business District NSW,https://au.indeed.com/viewjob?jk=4253c5473b0a9bc6
Back End Data Engineer,Salt Recruitment,Sydney NSW,https://au.indeed.com/viewjob?jk=ae08d9c5c8e67515
Senior Software Engineer – Python (Django) + React,Appetency Recruitment Services,Sydney Central Business District NSW,https://au.indeed.com/viewjob?jk=3dc11170937903f0
Postdoctoral Scientist,"
Charles Sturt University",Orange NSW,https://au.indeed.com/viewjob?jk=98a348d5ceea2c04
System Engineer,Kudelski SA,Sydney NSW,https://au.indeed.com/viewjob?jk=7231d089096d7bdd
Senior Software Development Engineer - Aurora fabric & tools team,"
Amazon Corporate Services Pty",Sydney NSW,https://au.indeed.com/viewjob?jk=86fbf95b88097bb0
Senior Data Engineer - Ab Initio,"
Commonwealth Bank",Sydney Central Business District NSW,https://au.indeed.com/viewjob?jk=11b7f223141769a8
DevOps Support Engineer,Versent,Melbourne VIC,https://au.indeed.com/viewjob?jk=70cbd5db65eb7704
"Senior Manager, Devops & Infrastructure Engineering",Splunk,Sydney NSW,https://au.indeed.com/viewjob?jk=01bd06352fff57d2
Senior Software Developer,"
The University of Queensland",St Lucia QLD,https://au.indeed.com/viewjob?jk=477ea511cd4c126a
Trading Technology Production Engineers - Financial Services,Hamilton Barnes,Sydney NSW,https://au.indeed.com/viewjob?jk=8ce2cffbfc6d8454
Pipeline TD,Flying Bark Productions,Sydney NSW,https://au.indeed.com/viewjob?jk=7b1475c9d2388ee7
Software Solutions Architect (ISV) - Australia*,"
AWS Australia Pty Ltd",Brisbane QLD,https://au.indeed.com/viewjob?jk=bfe9473bbd56562e
Analytics Consultant,S2M,Sydney NSW,https://au.indeed.com/viewjob?jk=78d94223225a043e
Lab Support Engineer,"
AWS Australia Pty Ltd",Sydney NSW,https://au.indeed.com/viewjob?jk=dafb8e5c0c7c29a6
Cloud DevOps Engineer,"
Super Retail Group",Australia,https://au.indeed.com/viewjob?jk=0134566a4f934a01
Senior Cloud Engineer,"
Fujitsu",Canberra ACT,https://au.indeed.com/viewjob?jk=1f7db60b291fb606
Graduate Electrical Engineer,"
HAYS",South West WA,https://au.indeed.com/viewjob?jk=a0061b90268a16dd
Senior C++ Developer,"
Macquarie Group Limited",Sydney NSW,https://au.indeed.com/viewjob?jk=a66c4015eeb3ddb7
Senior Product Security Engineer,"
Atlassian",Sydney NSW,https://au.indeed.com/viewjob?jk=adb03378c5deacc9
Sales Engineer,Splunk,Sydney NSW,https://au.indeed.com/viewjob?jk=2ddf23084bb5c69d
Graduate Network Development Engineer - Amazon Web Services,"
Amazon Corporate Services Pty",Sydney NSW,https://au.indeed.com/viewjob?jk=9703961de16a4421
Big Data Systems Services and Support Engineer,Dtex Systems,Adelaide SA,https://au.indeed.com/viewjob?jk=a16282db1be9db4b
C++ Developer,Akuna Capital,Sydney NSW,https://au.indeed.com/viewjob?jk=d0055fb605af67da
DevSecOps Lead,"
Hudson",Brisbane QLD,https://au.indeed.com/viewjob?jk=368f4fe0f39743f9
Senior DevOps Engineer,"
Kmart",Melbourne VIC,https://au.indeed.com/viewjob?jk=4121e02f62ac6a20
BUSINESS INTELLIGENCE ANALYST,"
Torrens University Australia",Sydney Central Business District NSW,https://au.indeed.com/viewjob?jk=681d3eacd46bda24
Cartrack SG - Data Scientist (Computer Vision and Deep Learning),TechSkills Accelerator,Australia,https://au.indeed.com/viewjob?jk=2a331b3054a88754
Expression of Interest - Computational Biologists/ Statistical Geneticists,"
The Garvan Institute of Medical Research",Sydney NSW,https://au.indeed.com/viewjob?jk=3ac797aa11994674
Postdoc Research Fellow - Data Privacy in AI Platforms (DPAIP),"
Macquarie University",Macquarie University NSW,https://au.indeed.com/viewjob?jk=09379cc351a2500f
CSIRO Postdoctoral Fellowship in MLAI FSP: Spatiotemporal Learning from Satellite Data,"
CSIRO",Brisbane QLD,https://au.indeed.com/viewjob?jk=e196d2fdf326990c
Technical Support Engineer,Adyen,Sydney NSW,https://au.indeed.com/viewjob?jk=2c83183cb91d7164
"Software Engineer, Site Reliability Engineering","
Google",Sydney NSW,https://au.indeed.com/viewjob?jk=286e3b90d756d808
Adera SG - Test Engineer Role,TechSkills Accelerator,Australia,https://au.indeed.com/viewjob?jk=7d1544ab27d4d468
Python Developer (Full Stack),"
Hudson",Melbourne VIC,https://au.indeed.com/viewjob?jk=9d130428eac535d5
Developer | Node.js or Python & AWS,"
Peoplebank",Sydney NSW,https://au.indeed.com/viewjob?jk=0b9a43d39f26bbff
Software Engineer - IDE Plugins (IntelliJ IDEA) & Automation,Canva,Sydney NSW,https://au.indeed.com/viewjob?jk=db3aebdac56ad1e6
Senior GIS Consultant,"
RPS Group",Brisbane QLD,https://au.indeed.com/viewjob?jk=3765349e64d551f3
"Image Production Engineer - Expression of Interest Sydney, Australia",Industrial Light & Magic,Sydney NSW,https://au.indeed.com/viewjob?jk=f3b2eab67fcca831
Google Cloud Engineer (M4),FinXL,Melbourne VIC,https://au.indeed.com/viewjob?jk=cb2e879d9f037005
Senior Infrastructure Administrator,"
Clough",Perth WA,https://au.indeed.com/viewjob?jk=8a8660d5e43e97a6
Machine Learning Data Scientist,Susquehanna International Group,Sydney NSW,https://au.indeed.com/viewjob?jk=666a0ab56f5c915c
CarTrack SG - Data Scientist/Engineer (NLP and Chatbot),TechSkills Accelerator,Australia,https://au.indeed.com/viewjob?jk=3bc9292d35a2fffe
Technical Expert,"
Telstra",Adelaide SA,https://au.indeed.com/viewjob?jk=8c09257b53fefb50
GIS Administrator,"
Jacobs",Perth WA,https://au.indeed.com/viewjob?jk=31ba99ec15d37a4e
Technical Support Engineer,Couchbase,Melbourne VIC,https://au.indeed.com/viewjob?jk=f8f7f28fe158aed0
Data Analyst – Demand Forecaster,"
AGL Energy",Melbourne VIC,https://au.indeed.com/viewjob?jk=00608f37d8689384
"Cloud Technical Solutions Engineer, Networking","
Google",Sydney NSW,https://au.indeed.com/viewjob?jk=2c28162dc7da0cd6
Graduate Software Engineer,IRESS Limited,Melbourne VIC,https://au.indeed.com/viewjob?jk=5a91f8dbf4329fd0
Platform Engineer,IRESS Limited,Melbourne VIC,https://au.indeed.com/viewjob?jk=75458131ba1cfa79
Data Analyst,Leidos,Melbourne VIC,https://au.indeed.com/viewjob?jk=da0e9f6eb08f8f03
System Infrastructure Engineer,International Recruitment Group - IRG ltd,Sydney NSW,https://au.indeed.com/viewjob?jk=3dd1e594935d11a7
Shopee SG - Software Engineer - Server,TechSkills Accelerator,Australia,https://au.indeed.com/viewjob?jk=f44e858b06c4108d
Principal Online Engineer,"Operating Company SLEDGEHAMMER GAMES, INC.",Melbourne VIC,https://au.indeed.com/viewjob?jk=cc059ed71caade4a
Data Center Trainee,"
Amazon Corporate Services Pty",Sydney NSW,https://au.indeed.com/viewjob?jk=e4d40a1dfa8f50b6
"Manager, Modelling Data and Data Analytics","
Bank of Queensland",Newstead QLD,https://au.indeed.com/viewjob?jk=c2df0a6c2317c8a9
Research Scientist - Health AI Postdoc FTH 24 Months Melbourne,"
IBM",Melbourne VIC,https://au.indeed.com/viewjob?jk=1377623e91dd7887
DataOps Engineer,"
Capgemini Australia",Melbourne VIC,https://au.indeed.com/viewjob?jk=bf855b9b4a05c3c9
Senior Software Development Engineer – AWS - RDS Open Source,"
AWS Australia Pty Ltd",Sydney NSW,https://au.indeed.com/viewjob?jk=ffe8d011433d9a59
JAVA Developers,Mindcloud Consultants,Canberra ACT,https://au.indeed.com/viewjob?jk=c9be7e8015512690
DevSecOps Lead,u&u Recruitment Partners,Brisbane Central Business District QLD,https://au.indeed.com/viewjob?jk=ebbbcc46f93f5270
Power BI Developer,"
HAYS",Canberra ACT,https://au.indeed.com/viewjob?jk=0541f9bf6758bb35
Senior DevOps Engineer,"
Xero",Melbourne VIC,https://au.indeed.com/viewjob?jk=19225275eabff8b2
Junior Full Stack Software Engineer,"
HAYS",Sydney Central Business District NSW,https://au.indeed.com/viewjob?jk=5571b15d71072f62
Front End Developer Vue.js,"
Clicks IT Recruitment",North Sydney NSW,https://au.indeed.com/viewjob?jk=b9ab474b33b2e221
Digital Cloud Solution Architect,"
Microsoft",Sydney NSW,https://au.indeed.com/viewjob?jk=c6f2e5048e1754b3
Credit Risk Modeller,Ethos BeathChapman,New South Wales,https://au.indeed.com/viewjob?jk=4b7822de95d49461
High-Performance Computing Systems Programmer,"
Talent International",Canberra ACT,https://au.indeed.com/viewjob?jk=3b326288125294ce
Pipeline TD - Layout/Animation,"
Animal Logic",Moore Park NSW,https://au.indeed.com/viewjob?jk=19fe2e1adf9155ac
Senior Data Analyst,"
HAYS",Brisbane Central Business District QLD,https://au.indeed.com/viewjob?jk=5b603cb1e4e391f0
Business Analyst,"
Woolworths Supermarkets",Bella Vista NSW,https://au.indeed.com/viewjob?jk=212945427d011bdc
Cloud Support Specialist – AWS,Embedded Search & Selection,Brisbane QLD,https://au.indeed.com/viewjob?jk=a4ad223dd06e808a
Full-Stack Developer,oOh!,North Sydney NSW,https://au.indeed.com/viewjob?jk=ef19cc91c8d1d416
DevOps Engineer,Embedded Search & Selection,Brisbane QLD,https://au.indeed.com/viewjob?jk=0bf019dfc375548c
Site Reliability Engineer - Core Engineering - Sydney,"
Goldman Sachs",Sydney NSW,https://au.indeed.com/viewjob?jk=959bad1c6e015189
Security Analyst – F5 Senior,Adaps,Melbourne VIC,https://au.indeed.com/viewjob?jk=df31c06855b982df
Senior Data Consultant,ION,Sydney NSW,https://au.indeed.com/viewjob?jk=16d575f0f99acc5f
Senior Manager,Maxfield Search & Selection Limited,Australia,https://au.indeed.com/viewjob?jk=24dad7a632ea9bd3
Senior Systems Engineer - contract role,"
Michael Page",Barangaroo NSW,https://au.indeed.com/viewjob?jk=90408a7852a11ad0
Software Engineer Procedural Geometry & Simulation – C++,"
Animal Logic",Sydney NSW,https://au.indeed.com/viewjob?jk=34a1491c5da34be7
Operations Research Analyst-Australian Defence Force,"Systems Planning and Analysis, Inc.",Canberra ACT,https://au.indeed.com/viewjob?jk=14bc4c1eb760732e
Senior Software Engineer - COFR Software and Network Architect,"
Lockheed Martin Australia",Mawson Lakes SA,https://au.indeed.com/viewjob?jk=a1e4c85fed7d9fe9
Senior DevOps Engineer,"
AMP Limited",Sydney NSW,https://au.indeed.com/viewjob?jk=7ad1ec9691efd63a
DevOps Engineer,HUMANISED GROUP,Brisbane QLD,https://au.indeed.com/viewjob?jk=819671b84a7cfcc4
Mobile Developer,"
Michael Page",Perth WA,https://au.indeed.com/viewjob?jk=f0fe03d334fbc12b
Senior Network Engineer,"
Ricoh",North Ryde NSW,https://au.indeed.com/viewjob?jk=aa10ed626ed997f0
Amaris.AI SG - Senior Data Scientist (Image Processing),TechSkills Accelerator,Australia,https://au.indeed.com/viewjob?jk=4608f97bbb0bbd3c
Lead Data Engineer,Technology Recruiting Solutions,Melbourne VIC,https://au.indeed.com/viewjob?jk=c5de81a0973defbc
Business Support Analyst – Trade Surveillance,"
Westpac Group",Sydney NSW,https://au.indeed.com/viewjob?jk=08532c4f56a16846
Technical Test Lead -Big Data Testing,"
Infosys Limited",Sydney NSW,https://au.indeed.com/viewjob?jk=6d0e973712c2f93f
"Director, Pre-Sales Solutions Consultants",New Relic,Sydney NSW,https://au.indeed.com/viewjob?jk=f91ff271434259d7
Low Latency Network Engineer - Financial Services,Hamilton Barnes,Sydney NSW,https://au.indeed.com/viewjob?jk=7aeedb17603ca2a1
Senior Power Systems Engineer – Harmonics and Power Quality,"
WSP Australia",Sydney NSW,https://au.indeed.com/viewjob?jk=5f386cb6a1bdea84
DevOps Engineer,oOh!,North Sydney NSW,https://au.indeed.com/viewjob?jk=a73b43c4a3c5fee1
Senior Analyst – Automation,Adaps,Melbourne VIC,https://au.indeed.com/viewjob?jk=d587c5a19c7fa105
Production Support/Developer,IT Alliance Australia,Canberra ACT,https://au.indeed.com/viewjob?jk=51ad20b0dc5b3e60
Lead Network Engineer R&S @ Webex IaaS,"
Cisco Systems",Sydney NSW,https://au.indeed.com/viewjob?jk=fdeff26c9f9d906d
Lead Asset Artist,Luma Pictures,Melbourne VIC,https://au.indeed.com/viewjob?jk=4b0643ac9c49fe42
Senior Software Engineer - Site Reliability Engineering,"
Red Hat Software",Remote,https://au.indeed.com/viewjob?jk=873345f3c33bd938
Linux Administrator,Embedded Search & Selection,Brisbane QLD,https://au.indeed.com/viewjob?jk=e4018442c20676a9
Android Developer with Kotlin,"
HAYS",Melbourne City Centre VIC,https://au.indeed.com/viewjob?jk=d570f06bdf5b0906
Policy Testing and Support Engineer (Mobile PCRF & Openet),Launch Recruitment,Sydney NSW,https://au.indeed.com/viewjob?jk=4d9e703d1110c356
Junior Software Engineer,Huxley,Sydney NSW,https://au.indeed.com/viewjob?jk=8031c0adb09bbb74
Network Security Engineer,Tyro,Sydney NSW,https://au.indeed.com/viewjob?jk=9da627b3284e8580
IT Data Analyst,"
Zancott Recruitment",Canberra ACT,https://au.indeed.com/viewjob?jk=2910b8e01fd1e927
DevSecOps Lead,"
Talent International",Brisbane QLD,https://au.indeed.com/viewjob?jk=305f77bf5c36ad89
Cyber Security Architect,"
Deloitte",Sydney NSW,https://au.indeed.com/viewjob?jk=57862b603cf660eb
Actuarial Analyst,"
TAL",Sydney NSW,https://au.indeed.com/viewjob?jk=dcfebb44ec1b0ed9
Shopee SG - Data Infrastructure Engineer,TechSkills Accelerator,Australia,https://au.indeed.com/viewjob?jk=f2e60fa465e6377d
Data Engineer - Product Forensics,"
ANZ Banking Group",Melbourne VIC,https://au.indeed.com/viewjob?jk=f91d3950f5813c28
CSIRO Postdoctoral Fellowship Machine Learning & Artificial Intelligence: Context,"
CSIRO",Sydney NSW,https://au.indeed.com/viewjob?jk=3de0c465cccd59fb
"Business Analyst, Associate Consultant/ Consultant",Synpulse,Australia,https://au.indeed.com/viewjob?jk=ca6cfdc7d115ee42
Service Delivery Support Engineer (L2),"
NTT Communications ICT Solutions",Melbourne VIC,https://au.indeed.com/viewjob?jk=0321b1c8a8cb9cb2
Lazada SG - Senior Software Engineer,TechSkills Accelerator,Australia,https://au.indeed.com/viewjob?jk=12bbc907fa266eb9
Splunk Developer,"
Dialog Information Technology",Melbourne VIC,https://au.indeed.com/viewjob?jk=7b36f0e04e6e5051
DevOps Engineer,Versent,Perth WA,https://au.indeed.com/viewjob?jk=dacfce760b245ce6
Web Developer,Akuna Capital,Sydney NSW,https://au.indeed.com/viewjob?jk=958dbf3ad145f795
Senior Digital Analyst,"
Kmart",Melbourne VIC,https://au.indeed.com/viewjob?jk=3bc77befc2baa892
Analyst - Merchant Credit Risk,Klarna,Sydney NSW,https://au.indeed.com/viewjob?jk=b481de97ebe7afa5
FTTx Design Engineer,FinXL,Sydney NSW,https://au.indeed.com/viewjob?jk=475ed0b6ad547c6b
CSIRO Postdoctoral Fellowship in MLAI FSP: Spatiotemporal Representation Learning,"
CSIRO",Brisbane QLD,https://au.indeed.com/viewjob?jk=48becd66e172c2b9
Junior Solutions Consultant,HiTech Personnel,New South Wales,https://au.indeed.com/viewjob?jk=4fb52b0b83120e6e
Senior Full Stack Developer,Artisan Recruitment,Victoria,https://au.indeed.com/viewjob?jk=b71e059ac5a9b359
Service Engineer 2,"
Microsoft",Sydney NSW,https://au.indeed.com/viewjob?jk=8fea413d1eb3d3d3
Azure Application Development Specialist,"
Microsoft",Perth WA,https://au.indeed.com/viewjob?jk=fba2abb3bbca1f3c
Software Development Engineer,"
Amazon Support Services PtyLtd",Sydney NSW,https://au.indeed.com/viewjob?jk=732fd47f21d2db97
Cloud Engineer – AWS,Embedded Search & Selection,Brisbane QLD,https://au.indeed.com/viewjob?jk=24e8040464d9d008
Security Consultant - Professional Services - Sydney or Melbourne,"
AWS Australia Pty Ltd",Melbourne VIC,https://au.indeed.com/viewjob?jk=0ca2dbfdabafb6f8
Business Analyst,SVABRS Techpool Pvt Ltd,Melbourne VIC,https://au.indeed.com/viewjob?jk=0d9eec89ffbdc27c
Data Engineer - Azure,"
Michael Page",Melbourne VIC,https://au.indeed.com/viewjob?jk=48f9d4ca00ebb3a5
Technical Solution Design – AWS API,Adaps,Melbourne VIC,https://au.indeed.com/viewjob?jk=82511b4e4fcd2871
Senior Cloud Systems Engineer,"
Bank of Queensland",Sydney NSW,https://au.indeed.com/viewjob?jk=fc0f6e1a331bbf92
Senior Solutions Consultant,New Relic,Sydney NSW,https://au.indeed.com/viewjob?jk=57c51fe306bb4375
Solution Architect,"
Clemenger Group",Sydney NSW,https://au.indeed.com/viewjob?jk=fd76f7606daa9313
Solution Architect,"
Ericsson",Melbourne VIC,https://au.indeed.com/viewjob?jk=4ce750382dac4914
Senior DevOps Consultant - Open Location ANZ,"
AWS Australia Pty Ltd",Melbourne VIC,https://au.indeed.com/viewjob?jk=3c3f371fac046bbe
Senior Cloud Architect,"
Outfit",Brisbane QLD,https://au.indeed.com/viewjob?jk=7886d7f191508b40
"Manager, Technical Solutions Engineering, Google Cloud Platform","
Google",Sydney NSW,https://au.indeed.com/viewjob?jk=24fe2877deb5342e
Azure Cloud Engineer,Strive UK,Sydney NSW,https://au.indeed.com/viewjob?jk=83628084b3b2447a
DevOps Engineer – Senior,Adaps,Melbourne VIC,https://au.indeed.com/viewjob?jk=ceffb1d250d24af8
Senior Developer - Tech Startup,"
Michael Page",Perth WA,https://au.indeed.com/viewjob?jk=2509fea425dd353d
Data Scientist,"
HAYS",Canberra ACT,https://au.indeed.com/viewjob?jk=9f0229104fac9e86
Senior Advisory Solution Consultant,ServiceNow,Melbourne VIC,https://au.indeed.com/viewjob?jk=60155751628be757
Senior Security Engineer,"
Robert Walters",Sydney Central Business District NSW,https://au.indeed.com/viewjob?jk=08b0f82c4c3e6c75
Senior Manager Data Analytics (with Tableau Exp),"
Nielsen",Macquarie Park NSW,https://au.indeed.com/viewjob?jk=98234495963008b8
Senior .Net Cloud Engineer - Tech Lead,"
ARQ Group",Australia,https://au.indeed.com/viewjob?jk=329f629d456fdd70
"BigData Engineer - Java, Spark, AWS",Canva,Sydney NSW,https://au.indeed.com/viewjob?jk=50e1a3e6cd6ad7bc
Polyglot Software Engineer,"
HAYS",Sydney NSW,https://au.indeed.com/viewjob?jk=9612992894e43fdb
Senior DevOps Engineer,"
HAYS",Sydney Central Business District NSW,https://au.indeed.com/viewjob?jk=f8befdfd154bac84
DevOps/Senior Linux Administrator,"
Talent International",Canberra ACT,https://au.indeed.com/viewjob?jk=2b31097e12bd485d
DevOps Engineer,Recreo Financial,Sydney Central Business District NSW,https://au.indeed.com/viewjob?jk=e871028e570cd56c
Senior Software Engineer,Motion Recruitment,Sydney NSW,https://au.indeed.com/viewjob?jk=9d3f2dc2b3b6b4f6
Senior Security Consultant – Threat Detection and Incident Response,"
AWS Australia Pty Ltd",Melbourne VIC,https://au.indeed.com/viewjob?jk=c34ef506ef3d7996
DevOps Engineer,"
Bupa",Victoria,https://au.indeed.com/viewjob?jk=e49e2505a5cc789c
Senior Control System Engineer,Verse Group,Perth WA,https://au.indeed.com/viewjob?jk=69ddb85e37bba220
Senior Site Reliability Engineer,Ping Identity,Melbourne VIC,https://au.indeed.com/viewjob?jk=b9d2d795aa7d6331
Principal Cloud Engineer,"
Hudson",Brisbane QLD,https://au.indeed.com/viewjob?jk=19d6beffbbd958a1
Senior Performance Engineer (mobile),Adaps,Melbourne VIC,https://au.indeed.com/viewjob?jk=819dccba6a07bf90
Junior Systems Integrator,"
Horner Recruitment",Melbourne VIC,https://au.indeed.com/viewjob?jk=9e7d30735c51f73b
"Senior Global Operations Manager, Amazon Global Logistics","
Amazon Support Services PtyLtd",Sydney NSW,https://au.indeed.com/viewjob?jk=5295812a31efc89a
Solution Architect,"
HAYS",Melbourne City Centre VIC,https://au.indeed.com/viewjob?jk=0f4d5ef5ac852ac2
ICT Security Specialist x 2,u&u Recruitment Partners,Brisbane QLD,https://au.indeed.com/viewjob?jk=99333cb6a8419ff9
"Risk Analytics, Senior Analyst",Prospa,Darlinghurst NSW,https://au.indeed.com/viewjob?jk=0de4e1ae9abd61b8
Network Security Analyst,Adaps,Melbourne VIC,https://au.indeed.com/viewjob?jk=3a07f69c42825156
Senior Market Risk Manager,"
Mars Recruitment",Sydney NSW,https://au.indeed.com/viewjob?jk=2bb0f16208ed3352
Senior Virtual Infrastructure Engineer - Automation,"
Davidson Recruitment",Melbourne City Centre VIC,https://au.indeed.com/viewjob?jk=abb8e0283486c9a3
Fullstack Engineer – Polygot,Embedded Search & Selection,Brisbane QLD,https://au.indeed.com/viewjob?jk=d359d7bee276e67a
Senior IDAM Engineer,Adaps,Melbourne VIC,https://au.indeed.com/viewjob?jk=c97a15e613940dc5
"Senior Quantitative Developer, Investment Solutions",Anton Murray Consulting,Melbourne VIC,https://au.indeed.com/viewjob?jk=4ffd26e6a74ffb3c
Senior Service Engineer,"
Microsoft",Sydney NSW,https://au.indeed.com/viewjob?jk=49567bbcd1fe0505
Senior Technical Analyst,JDA Software,Sydney NSW,https://au.indeed.com/viewjob?jk=3a5553ec54d063e3
Senior Consultant – Quality Engineer,Adaps,Melbourne VIC,https://au.indeed.com/viewjob?jk=fdbf8ddf26a3cb91
Site Reliability Engineer (Jira Cloud),"
Atlassian",Sydney NSW,https://au.indeed.com/viewjob?jk=6183cefe84d34954
